,Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Promo2SinceDate,CompetitionOpenSinceDate,avg_cust_visit_per_day,avg_sales_per_day,avg_sales_per_customer
1079,1080,a,Basic,2410.0,0,0,1,40,2014,"Jan,Apr,Jul,Oct",2014-10-06 00:00:00,0,841.5305466237942,10190.765273311898,12.109798407434013
1080,1081,b,Basic,400.0,3,2006,0,0,0,0,0,2006-03-01 00:00:00,937.1783355350066,5924.919418758256,6.322083208822684
1081,1082,c,Basic,440.0,4,2002,0,0,0,0,0,2002-04-01 00:00:00,1034.696153846154,7044.78717948718,6.808556457178684
1082,1083,d,Extended,11540.0,0,0,1,5,2013,"Feb,May,Aug,Nov",2013-02-04 00:00:00,0,360.65044814340587,5146.368758002561,14.269686297342972
1083,1084,a,Basic,190.0,0,0,1,13,2010,"Jan,Apr,Jul,Oct",2010-03-29 00:00:00,0,807.9590792838875,6271.369565217391,7.761989098229886
1084,1085,c,Basic,4030.0,2,2015,0,0,0,0,0,2015-02-01 00:00:00,760.3201530612245,7567.2334183673465,9.95269346458846
1085,1086,a,Basic,180.0,11,2013,1,18,2011,"Feb,May,Aug,Nov",2011-05-02 00:00:00,2013-11-01 00:00:00,839.134443021767,7677.409731113957,9.149201054681063
1086,1087,d,Extended,2210.0,11,2011,0,0,0,0,0,2011-11-01 00:00:00,615.4808673469388,6282.202806122449,10.206983091452054
1087,1088,a,Basic,4300.0,3,2009,1,27,2013,"Jan,Apr,Jul,Oct",2013-07-08 00:00:00,2009-03-01 00:00:00,485.14762516046216,5084.703465982028,10.480734527558013
1088,1089,d,Basic,5220.0,5,2009,0,0,0,0,0,2009-05-01 00:00:00,1002.5750962772786,10160.761232349165,10.134663498103727
1089,1090,a,Basic,330.0,0,0,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,0,785.6602564102565,6453.071794871795,8.213565268474172
1090,1091,a,Extended,9990.0,0,0,0,0,0,0,0,0,697.1913265306123,8276.345663265307,11.870981964807775
1091,1092,a,Basic,300.0,7,2000,1,40,2014,"Jan,Apr,Jul,Oct",2014-10-06 00:00:00,2000-07-01 00:00:00,1165.022508038585,11960.538585209004,10.266358377354951
1092,1093,c,Extended,10450.0,6,2009,0,0,0,0,0,2009-06-01 00:00:00,869.45,8338.826923076924,9.590921758671486
1093,1094,d,Basic,2380.0,3,2013,1,40,2014,"Jan,Apr,Jul,Oct",2014-10-06 00:00:00,2013-03-01 00:00:00,373.84244372990355,4574.715434083601,12.23701457876403
1094,1095,a,Basic,690.0,6,2007,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,2007-06-01 00:00:00,677.8324808184143,4781.415601023018,7.0539782856819455
1095,1096,a,Extended,1130.0,0,0,1,10,2014,"Mar,Jun,Sept,Dec",2014-03-10 00:00:00,0,633.0629011553274,5456.523748395379,8.619244214812351
1096,1097,b,Extra,720.0,3,2002,0,0,0,0,0,2002-03-01 00:00:00,2420.9214437367305,9744.599787685775,4.025161499104585
1097,1098,a,Basic,1830.0,11,2004,0,0,0,0,0,2004-11-01 00:00:00,709.0769230769231,5259.497435897436,7.417386273233529
1098,1099,a,Extended,200.0,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",2013-04-08 00:00:00,2013-04-01 00:00:00,979.94960806271,7743.111982082867,7.901540975551226
1099,1100,a,Basic,540.0,0,0,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,0,667.3190661478599,5405.1543450064855,8.09980505458666
1100,1101,d,Extended,4060.0,9,2012,0,0,0,0,0,2012-09-01 00:00:00,988.4502551020408,9972.266581632653,10.08878952699869
1101,1102,a,Basic,850.0,11,2012,1,40,2014,"Jan,Apr,Jul,Oct",2014-10-06 00:00:00,2012-11-01 00:00:00,706.4774919614148,6999.988745980708,9.908296903481563
1102,1103,d,Extended,1340.0,10,2006,1,5,2013,"Feb,May,Aug,Nov",2013-02-04 00:00:00,2006-10-01 00:00:00,385.66453265044817,5019.544174135724,13.015311881648318
1103,1104,d,Basic,260.0,2,2012,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,2012-02-01 00:00:00,431.2138263665595,5461.434083601286,12.665257349514382
1104,1105,c,Extended,330.0,11,2008,1,5,2013,"Feb,May,Aug,Nov",2013-02-04 00:00:00,2008-11-01 00:00:00,510.0359435173299,4564.572528883184,8.949511474436095
1105,1106,a,Extended,5330.0,9,2011,1,31,2013,"Jan,Apr,Jul,Oct",2013-08-05 00:00:00,2011-09-01 00:00:00,557.6135204081633,4894.095663265306,8.776859749890775
1106,1107,a,Basic,1400.0,6,2012,1,13,2010,"Jan,Apr,Jul,Oct",2010-03-29 00:00:00,2012-06-01 00:00:00,668.5313001605136,6231.720706260032,9.321509261815867
1107,1108,a,Basic,540.0,4,2004,0,0,0,0,0,2004-04-01 00:00:00,590.2666666666667,5746.921794871795,9.736144897569114
1108,1109,c,Basic,3490.0,4,2011,1,22,2012,"Jan,Apr,Jul,Oct",2012-05-28 00:00:00,2011-04-01 00:00:00,452.3376205787781,4927.204180064308,10.892757877975788
1109,1110,c,Extended,900.0,9,2010,0,0,0,0,0,2010-09-01 00:00:00,540.176245210728,4531.910600255428,8.389688810709337
1110,1111,a,Basic,1900.0,6,2014,1,31,2013,"Jan,Apr,Jul,Oct",2013-08-05 00:00:00,2014-06-01 00:00:00,451.7111681643132,5251.702182284981,11.626239403438076
1111,1112,c,Extended,1880.0,4,2006,0,0,0,0,0,2006-04-01 00:00:00,838.6084724005135,10236.577663671373,12.206623234283823
1112,1113,a,Extended,9260.0,0,0,0,0,0,0,0,0,717.0293367346939,6627.859693877551,9.243498632929587
1113,1114,a,Extended,870.0,0,0,0,0,0,0,0,0,3200.9464285714284,20666.5625,6.456391245892677
1114,1115,d,Extended,5350.0,0,0,1,22,2012,"Mar,Jun,Sept,Dec",2012-05-28 00:00:00,0,432.62996158770807,6302.469910371319,14.567807294811239
